"","Data","T","RH","V","P","Ra","es","ea","VPD","RS0","Rs","RNL","RNS","ET0"
"","2010-05-01","14.40","69.50","0.90","0.00","35.17","1.64","1.14","0.5","26.38","21.22","4.06","16.34","3.3"
"","2010-05-02","14.10","65.90","0.70","0.00","35.42","1.61","1.06","0.55","26.57","12.37","2.41","9.53","2.11"
"","2010-05-03","10.20","88.00","1.30","3.60","35.67","1.24","1.1","0.15","26.75","14.71","2.64","11.32","1.9"
"","2010-05-04","7.20","80.00","0.40","0.00","35.92","1.02","0.81","0.2","26.94","20.09","3.76","15.47","2.42"
"","2010-05-05","9.40","62.30","0.80","0.00","36.17","1.18","0.73","0.44","27.13","21.22","4.21","16.34","2.92"
"","2010-05-06","7.20","88.30","1.50","1.80","36.43","1.02","0.9","0.12","27.32","9.11","1.63","7.01","1.15"
"","2010-05-07","10.00","97.00","0.80","6.80","36.68","1.23","1.19","0.04","27.51","9.17","1.54","7.06","1.15"
"","2010-05-08","11.00","80.60","0.80","0.00","36.93","1.31","1.06","0.25","27.7","23.86","4.24","18.37","3.2"
"","2010-05-09","11.50","67.40","0.40","0.00","37.14","1.36","0.91","0.44","27.86","9.29","1.74","7.15","1.45"
"","2010-05-10","11.80","88.60","0.50","4.70","37.35","1.38","1.23","0.16","28.01","13.65","2.29","10.51","1.92"
"","2010-05-11","13.00","78.40","1.10","0.00","37.56","1.5","1.17","0.32","28.17","9.39","1.63","7.23","1.63"
"","2010-05-12","16.30","83.00","1.10","1.80","37.76","1.85","1.54","0.32","28.32","23.27","3.73","17.92","3.64"
"","2010-05-13","11.00","95.20","1.30","3.60","37.97","1.31","1.25","0.06","28.48","25.7","4.16","19.79","3.13"
"","2010-05-14","9.60","91.10","1.00","15.80","38.18","1.2","1.09","0.11","28.64","25.37","4.22","19.54","3.11"
"","2010-05-15","8.80","92.00","1.20","7.30","38.39","1.13","1.04","0.09","28.79","25.88","4.29","19.93","3.02"
"","2010-05-16","10.10","80.40","1.30","0.00","38.6","1.24","0.99","0.24","28.95","26.16","4.48","20.14","3.38"
"","2010-05-17","9.90","85.50","2.00","1.60","38.77","1.22","1.04","0.18","29.08","26.15","4.37","20.14","3.15"
"","2010-05-18","9.80","89.70","1.30","3.20","38.94","1.21","1.09","0.12","29.21","13.02","2.13","10.03","1.7"
"","2010-05-19","12.60","91.00","0.50","9.40","39.1","1.46","1.33","0.13","29.33","10.26","1.61","7.9","1.5"
"","2010-05-20","16.70","85.70","0.50","6.00","39.27","1.9","1.63","0.27","29.45","11.65","1.75","8.97","1.95"
"","2010-05-21","17.60","79.00","0.40","0.00","39.44","2.01","1.59","0.42","29.58","10.59","1.63","8.16","1.86"
"","2010-05-22","17.40","70.80","0.50","0.00","39.61","1.99","1.41","0.58","29.71","9.9","1.61","7.62","1.85"
"","2010-05-23","16.20","77.70","0.70","0.60","39.77","1.84","1.43","0.41","29.83","16.82","2.65","12.95","2.8"
"","2010-05-24","13.30","84.70","0.60","0.60","39.94","1.53","1.29","0.23","29.96","12.93","2.03","9.95","1.97"
"","2010-05-25","10.90","69.00","1.40","0.00","40.11","1.3","0.9","0.4","30.08","27.25","4.7","20.98","3.85"
"","2010-05-26","11.10","63.00","0.70","0.00","40.28","1.32","0.83","0.49","30.21","27.26","4.82","20.99","3.88"
"","2010-05-27","13.10","77.30","1.20","7.00","40.44","1.51","1.17","0.34","30.33","26.51","4.29","20.41","3.87"
"","2010-05-28","13.30","76.50","0.60","0.40","40.57","1.53","1.17","0.36","30.43","24.12","3.9","18.57","3.6"
"","2010-05-29","13.40","64.10","0.60","0.00","40.7","1.54","0.99","0.55","30.53","27.07","4.65","20.85","4.1"
"","2010-05-30","14.80","75.10","1.20","17.80","40.82","1.68","1.26","0.42","30.62","27.77","4.42","21.38","4.3"
"","2010-05-31","15.00","88.00","0.50","0.40","40.95","1.71","1.5","0.2","30.71","27.88","4.09","21.46","4.27"
"","2010-06-01","12.90","88.00","0.40","0.00","41.03","1.49","1.31","0.18","30.77","27.93","4.22","21.51","4.06"
"","2010-06-02","15.70","91.90","1.20","0.40","41.11","1.78","1.64","0.14","30.83","27.98","3.95","21.55","4.13"
"","2010-06-03","17.90","77.90","1.20","0.00","41.2","2.05","1.6","0.45","30.9","27.94","4.13","21.51","4.67"
"","2010-06-04","17.30","56.30","1.20","0.00","41.28","1.97","1.11","0.86","30.96","27.62","4.76","21.27","4.96"
"","2010-06-05","18.90","58.70","1.10","0.00","41.37","2.18","1.28","0.9","31.03","27.06","4.5","20.84","5"
"","2010-06-06","20.90","59.80","0.80","0.00","41.45","2.47","1.48","0.99","31.09","15.3","2.45","11.78","3.22"
"","2010-06-07","19.50","72.50","1.30","0.60","41.53","2.27","1.64","0.62","31.15","25.09","3.71","19.32","4.58"
"","2010-06-08","18.60","66.20","0.70","0.00","41.62","2.14","1.42","0.72","31.22","27.25","4.28","20.98","4.76"
"","2010-06-09","21.80","79.10","1.10","4.80","41.7","2.61","2.07","0.55","31.28","13.4","1.77","10.32","2.77"
"","2010-06-10","24.70","75.70","0.90","0.80","41.78","3.11","2.36","0.76","31.34","26.61","3.31","20.49","5.34"
"","2010-06-11","25.20","66.20","1.30","0.20","41.83","3.21","2.12","1.08","31.37","25.06","3.41","19.3","5.43"
"","2010-06-12","18.20","74.10","1.10","2.40","41.87","2.09","1.55","0.54","31.4","11.83","1.76","9.11","2.39"
"","2010-06-13","12.90","78.60","0.80","0.00","41.91","1.49","1.17","0.32","31.43","14.57","2.26","11.22","2.29"
"","2010-06-14","13.50","72.60","0.50","0.00","41.95","1.55","1.12","0.42","31.46","10.49","1.67","8.08","1.76"
"","2010-06-15","14.00","73.20","0.60","0.20","41.99","1.6","1.17","0.43","31.49","18.95","2.99","14.59","3"
"","2010-06-16","13.60","67.90","0.80","0.00","42.04","1.56","1.06","0.5","31.53","21.7","3.53","16.71","3.44"
"","2010-06-17","15.80","61.10","0.80","0.00","42.08","1.8","1.1","0.7","31.56","16.62","2.76","12.8","3.02"
"","2010-06-18","18.90","58.80","1.20","0.00","42.08","2.18","1.28","0.9","31.56","26.11","4.27","20.11","4.92"
"","2010-06-19","13.20","64.40","0.80","0.00","42.12","1.52","0.98","0.54","31.59","11.03","1.83","8.49","2.03"
"","2010-06-20","15.70","57.40","0.70","0.00","42.12","1.78","1.02","0.76","31.59","10.53","1.79","8.11","2.14"
"","2010-06-21","17.00","57.20","0.90","0.00","42.12","1.94","1.11","0.83","31.59","18.21","3.07","14.02","3.45"
"","2010-06-22","15.40","63.80","1.00","0.00","42.12","1.75","1.12","0.63","31.59","19.82","3.25","15.26","3.47"
"","2010-06-23","17.10","59.30","1.50","0.00","42.12","1.95","1.16","0.79","31.59","10.53","1.75","8.11","2.68"
"","2010-06-24","17.80","60.60","1.20","0.20","42.08","2.04","1.24","0.8","31.56","19.31","3.16","14.87","3.78"
"","2010-06-25","16.90","68.70","0.80","0.00","42.08","1.93","1.32","0.6","31.56","15.62","2.44","12.03","2.86"
"","2010-06-26","18.10","62.00","1.10","0.00","42.04","2.08","1.29","0.79","31.53","11.01","1.78","8.48","2.52"
"","2010-06-27","19.60","57.80","0.90","0.00","41.99","2.28","1.32","0.96","31.49","10.5","1.72","8.08","2.49"
"","2010-06-28","21.50","55.90","0.90","0.00","41.95","2.56","1.43","1.13","31.46","15.08","2.45","11.61","3.37"
"","2010-06-29","22.40","52.70","0.80","0.00","41.91","2.71","1.43","1.28","31.43","15.81","2.61","12.17","3.52"
"","2010-06-30","22.30","59.90","0.50","0.00","41.87","2.69","1.61","1.08","31.4","14.43","2.24","11.11","2.97"
"","2010-07-01","21.50","55.10","0.80","0.00","41.83","2.56","1.41","1.15","31.37","13.8","2.26","10.63","3.1"
"","2010-07-02","21.90","50.90","0.70","0.00","41.74","2.63","1.34","1.29","31.31","21.67","3.68","16.69","4.36"
"","2010-07-03","22.40","50.80","1.10","0.00","41.66","2.71","1.38","1.33","31.25","18.1","3.06","13.94","4.17"
"","2010-07-04","23.40","55.70","0.80","0.00","41.57","2.88","1.6","1.28","31.18","13.86","2.21","10.67","3.23"
"","2010-07-05","23.20","61.80","0.60","0.00","41.49","2.84","1.76","1.09","31.12","19.39","2.93","14.93","3.93"
"","2010-07-06","17.70","81.80","1.00","1.20","41.41","2.03","1.66","0.37","31.06","16.39","2.36","12.62","2.86"
"","2010-07-07","16.90","62.80","1.20","0.20","41.32","1.93","1.21","0.72","30.99","20.72","3.43","15.96","3.83"
"","2010-07-08","19.20","56.80","0.50","0.00","41.24","2.22","1.26","0.96","30.93","25.37","4.28","19.54","4.5"
"","2010-07-09","24.30","50.70","0.50","0.00","41.16","3.04","1.54","1.5","30.87","26.8","4.47","20.64","5.28"
"","2010-07-10","27.40","45.70","0.90","0.00","41.07","3.65","1.67","1.98","30.8","26.35","4.42","20.29","5.95"
"","2010-07-11","28.30","49.20","1.10","0.00","40.95","3.85","1.89","1.95","30.71","25.29","3.99","19.47","6.02"
"","2010-07-12","28.00","50.50","1.10","0.00","40.82","3.78","1.91","1.87","30.62","21.89","3.43","16.85","5.36"
"","2010-07-13","26.70","59.20","1.10","0.20","40.7","3.5","2.07","1.43","30.53","15.85","2.31","12.2","4"
"","2010-07-14","25.40","58.40","1.00","0.00","40.57","3.24","1.89","1.35","30.43","20.84","3.17","16.05","4.68"
"","2010-07-15","27.80","56.10","1.00","0.00","40.44","3.74","2.1","1.64","30.33","24.33","3.59","18.73","5.59"
"","2010-07-16","27.80","56.30","0.80","0.00","40.32","3.74","2.1","1.63","30.24","16.96","2.51","13.06","4.08"
"","2010-07-17","27.80","60.90","1.30","2.40","40.19","3.74","2.28","1.46","30.14","14.95","2.08","11.51","4.04"
"","2010-07-18","20.40","75.30","1.40","0.40","40.07","2.4","1.8","0.59","30.05","10.63","1.57","8.19","2.41"
"","2010-07-19","21.70","57.20","0.90","0.00","39.94","2.6","1.48","1.11","29.96","22.85","3.84","17.59","4.56"
"","2010-07-20","23.00","60.90","1.20","0.00","39.77","2.81","1.71","1.1","29.83","20.19","3.22","15.55","4.39"
"","2010-07-21","27.00","55.10","1.60","0.00","39.61","3.57","1.96","1.6","29.71","24.45","3.81","18.83","5.97"
"","2010-07-22","29.70","49.20","0.90","0.00","39.44","4.17","2.05","2.12","29.58","25.68","4.06","19.78","6.01"
"","2010-07-23","22.90","78.90","1.20","1.00","39.27","2.79","2.2","0.59","29.45","26.65","3.62","20.52","5.05"
"","2010-07-24","18.20","96.60","1.60","25.60","39.1","2.09","2.02","0.07","29.33","26.05","3.53","20.06","3.89"
"","2010-07-25","17.30","75.90","0.80","0.00","38.94","1.97","1.5","0.48","29.21","21.54","3.45","16.58","3.61"
"","2010-07-26","17.30","79.50","0.60","0.20","38.73","1.97","1.57","0.4","29.05","14.28","2.25","11","2.45"
"","2010-07-27","17.90","71.30","1.40","0.00","38.52","2.05","1.46","0.59","28.89","24.29","4.02","18.7","4.25"
"","2010-07-28","9.30","95.80","1.60","41.20","38.31","1.17","1.12","0.05","28.73","22.83","3.72","17.58","2.55"
"","2010-07-29","15.80","72.90","0.80","4.20","38.1","1.8","1.31","0.49","28.58","25.68","4.38","19.77","4.07"
"","2010-07-30","18.60","80.40","0.60","0.20","37.89","2.14","1.72","0.42","28.42","24.46","3.81","18.83","4.1"
"","2010-07-31","20.10","60.40","0.40","0.00","37.68","2.35","1.42","0.93","28.26","25.02","4.44","19.27","4.37"
"","2010-08-01","22.20","61.00","0.50","0.00","37.47","2.68","1.63","1.04","28.1","24.88","4.27","19.16","4.6"
"","2010-08-02","22.20","68.30","0.70","0.00","37.26","2.68","1.83","0.85","27.95","17.2","2.78","13.24","3.39"
"","2010-08-03","17.90","95.40","0.60","3.40","37.05","2.05","1.96","0.09","27.79","20.86","3.03","16.06","3.33"
"","2010-08-04","18.80","75.00","0.50","8.60","36.84","2.17","1.63","0.54","27.63","23.71","3.93","18.26","4"
"","2010-08-05","20.10","69.10","0.80","0.40","36.63","2.35","1.63","0.73","27.47","23.9","4.07","18.41","4.28"
"","2010-08-06","19.30","91.60","0.60","1.40","36.43","2.24","2.05","0.19","27.32","22.35","3.27","17.21","3.72"
"","2010-08-07","19.50","97.60","0.30","0.80","36.22","2.27","2.21","0.05","27.17","23.61","3.29","18.18","4"
"","2010-08-08","17.80","90.60","0.60","1.60","35.96","2.04","1.85","0.19","26.97","22.83","3.55","17.58","3.65"
"","2010-08-09","19.60","79.80","0.50","16.80","35.71","2.28","1.82","0.46","26.78","13.86","2.25","10.67","2.46"
"","2010-08-10","20.40","81.20","0.40","0.00","35.46","2.4","1.95","0.45","26.6","12.62","2","9.72","2.27"
"","2010-08-11","22.50","65.50","0.90","0.00","35.21","2.73","1.79","0.94","26.41","12.53","2.18","9.65","2.77"
"","2010-08-12","24.40","60.40","1.20","0.00","34.96","3.06","1.85","1.21","26.22","22.26","3.94","17.14","4.76"
"","2010-08-13","23.80","72.00","0.50","0.00","34.71","2.95","2.12","0.83","26.03","18.81","3.02","14.48","3.62"
"","2010-08-14","22.30","80.70","1.20","0.80","34.46","2.69","2.17","0.52","25.85","12.66","1.96","9.75","2.58"
"","2010-08-15","24.40","74.80","1.00","0.20","34.21","3.06","2.29","0.77","25.66","20.69","3.21","15.93","4.13"
"","2010-08-16","23.70","73.80","1.20","7.40","33.95","2.93","2.16","0.77","25.46","21.42","3.46","16.49","4.25"
"","2010-08-17","18.50","79.00","1.40","0.00","33.7","2.13","1.68","0.45","25.28","15.53","2.75","11.96","2.79"
"","2010-08-18","16.30","90.40","1.00","0.40","33.45","1.85","1.68","0.18","25.09","12.72","2.2","9.79","1.96"
"","2010-08-19","16.00","84.80","0.90","0.20","33.16","1.82","1.54","0.28","24.87","12.15","2.21","9.36","1.95"
"","2010-08-20","17.50","73.90","0.50","0.00","32.91","2","1.48","0.52","24.68","11.63","2.23","8.96","2"
"","2010-08-21","21.40","63.00","0.70","0.00","32.66","2.55","1.61","0.94","24.5","16.22","3.18","12.49","3.12"
"","2010-08-22","22.90","73.40","0.80","11.00","32.41","2.79","2.05","0.74","24.31","11.82","2.05","9.1","2.45"
"","2010-08-23","20.10","91.30","0.90","11.00","32.11","2.35","2.15","0.2","24.08","10.95","1.78","8.43","1.88"
"","2010-08-24","20.20","77.70","0.80","1.40","31.82","2.37","1.84","0.53","23.87","9.3","1.7","7.16","1.84"
"","2010-08-25","15.80","72.40","1.40","1.80","31.53","1.8","1.3","0.5","23.65","8.77","1.81","6.75","1.86"
"","2010-08-26","14.60","88.20","0.40","0.20","31.23","1.66","1.47","0.2","23.42","14.9","2.88","11.47","2.15"
"","2010-08-27","14.60","98.50","1.10","15.40","30.94","1.66","1.64","0.02","23.21","9.17","1.69","7.06","1.21"
"","2010-08-28","14.60","84.00","0.70","0.00","30.65","1.66","1.4","0.27","22.99","13.57","2.74","10.45","2.01"
"","2010-08-29","12.50","85.80","0.70","0.20","30.35","1.45","1.24","0.21","22.76","17.19","3.57","13.24","2.3"
"","2010-08-30","12.20","94.40","0.40","7.80","30.06","1.42","1.34","0.08","22.55","19.06","3.85","14.68","2.48"
"","2010-08-31","13.70","85.20","0.80","1.60","29.77","1.57","1.34","0.23","22.33","7.98","1.67","6.15","1.23"
"","2010-09-01","14.20","82.50","1.00","1.00","29.48","1.62","1.34","0.28","22.11","10.71","2.28","8.24","1.66"
"","2010-09-02","12.60","85.70","0.50","1.20","29.18","1.46","1.25","0.21","21.89","8.05","1.74","6.2","1.14"
"","2010-09-03","10.80","80.30","0.50","3.00","28.89","1.3","1.04","0.26","21.67","11.47","2.61","8.83","1.52"
"","2010-09-04","11.70","72.40","0.40","0.00","28.6","1.38","1","0.38","21.45","12.23","2.9","9.42","1.67"
"","2010-09-05","11.80","77.60","0.60","0.00","28.3","1.38","1.07","0.31","21.23","15.95","3.72","12.28","2.12"
"","2010-09-06","10.40","91.10","0.80","7.60","28.01","1.26","1.15","0.11","21.01","7.53","1.69","5.79","0.96"
"","2010-09-07","13.20","81.60","1.60","0.20","27.67","1.52","1.24","0.28","20.75","7.02","1.62","5.41","1.29"
"","2010-09-08","14.20","76.30","1.90","0.00","27.34","1.62","1.24","0.38","20.51","11.29","2.68","8.69","2.01"
"","2010-09-09","12.90","86.40","1.90","6.80","27.05","1.49","1.29","0.2","20.29","15.44","3.57","11.88","2.04"
"","2010-09-10","14.80","92.30","0.60","0.00","26.75","1.68","1.55","0.13","20.06","17.1","3.76","13.17","2.3"
"","2010-09-11","14.80","83.30","0.20","0.20","26.46","1.68","1.4","0.28","19.85","16.59","3.88","12.77","2.26"
"","2010-09-12","15.20","81.90","0.40","0.00","26.17","1.73","1.41","0.31","19.63","13.64","3.24","10.51","1.92"
"","2010-09-13","14.60","86.10","0.50","6.40","25.87","1.66","1.43","0.23","19.4","7.77","1.84","5.98","1.13"
"","2010-09-14","13.40","94.70","1.50","4.60","25.58","1.54","1.46","0.08","19.19","9.39","2.18","7.23","1.17"
"","2010-09-15","13.60","89.20","1.50","5.40","25.29","1.56","1.39","0.17","18.97","15.58","3.76","12","1.98"
"","2010-09-16","11.40","86.20","1.50","4.60","25","1.35","1.16","0.19","18.75","11.56","2.95","8.91","1.5"
"","2010-09-17","11.40","88.30","1.20","2.00","24.66","1.35","1.19","0.16","18.5","11.55","2.95","8.89","1.43"
"","2010-09-18","10.80","81.20","1.30","0.20","24.33","1.3","1.05","0.24","18.25","14.16","3.81","10.9","1.79"
"","2010-09-19","10.90","80.90","0.80","0.00","24.03","1.3","1.05","0.25","18.02","11.58","3.16","8.92","1.47"
"","2010-09-20","12.50","77.00","1.30","0.00","23.74","1.45","1.12","0.33","17.81","8.52","2.36","6.56","1.4"
"","2010-09-21","12.60","81.90","0.90","1.60","23.45","1.46","1.19","0.26","17.59","8.82","2.41","6.79","1.25"
"","2010-09-22","10.40","82.70","0.30","1.00","23.11","1.26","1.04","0.22","17.33","5.78","1.63","4.45","0.71"
"","2010-09-23","14.40","76.90","1.10","0.20","22.78","1.64","1.26","0.38","17.09","5.7","1.61","4.39","1.11"
"","2010-09-24","16.80","73.10","1.20","1.00","22.48","1.91","1.4","0.51","16.86","8.96","2.55","6.9","1.68"
"","2010-09-25","16.20","80.20","0.90","0.00","22.19","1.84","1.48","0.36","16.64","11.74","3.27","9.04","1.73"
"","2010-09-26","16.40","85.80","0.90","0.00","21.9","1.87","1.6","0.26","16.43","12.14","3.29","9.34","1.7"
"","2010-09-27","13.50","97.90","0.70","3.40","21.6","1.55","1.51","0.03","16.2","5.4","1.46","4.16","0.63"
"","2010-09-28","11.20","98.10","1.00","25.80","21.27","1.33","1.3","0.03","15.95","10.82","3.07","8.33","1.1"
"","2010-09-29","8.10","91.70","0.90","5.80","20.93","1.08","0.99","0.09","15.7","9.22","2.82","7.1","0.92"
"","2010-09-30","8.30","74.70","1.00","0.00","20.6","1.09","0.82","0.28","15.45","11.49","3.81","8.85","1.35"
"","2010-10-01","8.60","84.20","0.70","0.00","20.31","1.12","0.94","0.18","15.23","8.05","2.61","6.2","0.89"
"","2010-10-02","9.00","84.60","1.10","0.00","20.01","1.15","0.97","0.18","15.01","12.25","4.01","9.43","1.29"
"","2010-10-03","9.50","76.80","1.90","0.00","19.72","1.19","0.91","0.28","14.79","10.5","3.59","8.09","1.44"
"","2010-10-04","10.60","70.40","2.50","0.00","19.43","1.28","0.9","0.38","14.57","12.02","4.26","9.25","1.93"
"","2010-10-05","9.60","67.60","2.50","0.00","19.13","1.2","0.81","0.39","14.35","10.66","3.9","8.2","1.85"
"","2010-10-06","9.40","72.20","2.10","0.00","18.84","1.18","0.85","0.33","14.13","11.8","4.3","9.08","1.66"
"","2010-10-07","7.90","68.60","2.00","0.00","18.55","1.07","0.73","0.33","13.91","9.03","3.41","6.95","1.46"
"","2010-10-08","6.20","74.80","1.50","0.00","18.25","0.95","0.71","0.24","13.69","10.23","3.86","7.88","1.18"
"","2010-10-09","6.60","80.20","0.70","0.00","17.96","0.97","0.78","0.19","13.47","4.73","1.78","3.64","0.56"
"","2010-10-10","4.60","82.10","0.30","0.00","17.67","0.85","0.7","0.15","13.25","6.51","2.48","5.01","0.55"
"","2010-10-11","5.50","84.10","0.50","0.00","17.38","0.9","0.76","0.14","13.04","4.35","1.67","3.35","0.43"
"","2010-10-12","4.90","81.80","0.50","0.00","17.08","0.87","0.71","0.16","12.81","4.27","1.68","3.29","0.43"
"","2010-10-13","5.10","82.70","0.20","0.20","16.79","0.88","0.73","0.15","12.59","4.51","1.8","3.47","0.37"
"","2010-10-14","6.30","88.80","0.90","0.00","16.5","0.95","0.85","0.11","12.38","7.83","3.1","6.03","0.67"
"","2010-10-15","6.30","79.00","0.40","0.20","16.2","0.95","0.75","0.2","12.15","4.96","2.07","3.82","0.47"
"","2010-10-16","6.20","71.30","0.90","0.00","15.91","0.95","0.68","0.27","11.93","4.5","1.97","3.47","0.66"
"","2010-10-17","3.00","72.50","0.50","0.00","15.6","0.76","0.55","0.21","11.7","8.51","3.78","6.55","0.66"
"","2010-10-18","1.40","78.30","0.30","0.00","15.37","0.68","0.53","0.15","11.53","7.28","3.23","5.61","0.48"
"","2010-10-19","4.80","85.10","0.80","0.20","15.07","0.86","0.73","0.13","11.3","7.32","3.23","5.63","0.58"
"","2010-10-20","6.30","93.50","0.90","1.00","14.78","0.95","0.89","0.06","11.09","3.98","1.74","3.07","0.32"
"","2010-10-21","4.80","78.60","1.90","0.80","14.53","0.86","0.68","0.18","10.9","3.63","1.7","2.8","0.67"
"","2010-10-22","5.80","84.90","2.00","0.80","14.28","0.92","0.78","0.14","10.71","7.7","3.58","5.93","0.74"
"","2010-10-23","6.50","75.70","1.30","0.00","14.03","0.97","0.73","0.24","10.52","5.1","2.49","3.93","0.7"
"","2010-10-24","9.60","72.50","2.00","0.20","13.77","1.2","0.87","0.33","10.33","6.78","3.38","5.22","1.15"
"","2010-10-25","5.40","81.20","0.90","0.00","13.52","0.9","0.73","0.17","10.14","8.31","4.14","6.4","0.64"
"","2010-10-26","2.50","92.60","0.70","1.00","13.27","0.73","0.68","0.05","9.95","6.27","3.09","4.83","0.34"
"","2010-10-27","3.40","80.40","0.90","0.00","13.02","0.78","0.63","0.15","9.77","7","3.64","5.39","0.52"
"","2010-10-28","8.50","72.70","1.30","0.00","12.77","1.11","0.81","0.3","9.58","3.19","1.72","2.46","0.69"
"","2010-10-29","8.70","87.20","0.80","0.00","12.52","1.12","0.98","0.14","9.39","3.13","1.62","2.41","0.33"
"","2010-10-30","7.10","70.10","1.10","0.00","12.27","1.01","0.71","0.3","9.2","3.07","1.75","2.36","0.62"
"","2010-10-31","4.60","85.30","0.30","0.00","12.02","0.85","0.72","0.12","9.02","3.01","1.67","2.31","0.19"
